id;Klient;Kwota;Pracownik;Czas
5174;168;2,99;2;2018-02-04 22:12
5175;144;0,79;1;2018-02-04 23:09
5176;643;2,86;2;2018-02-04 23:09
5177;473;1,72;3;2018-02-04 23:37
5178;59;2,18;3;2018-02-05 01:02
5179;316;1,99;2;2018-02-05 02:00
5180;514;0,38;1;2018-02-05 03:25
5181;191;0,48;3;2018-02-05 03:52
5182;56;1,56;1;2018-02-05 04:59
5183;419;0,39;1;2018-02-05 05:18
5184;269;2,71;1;2018-02-05 05:36
5185;290;0,78;3;2018-02-05 07:05
5186;151;2,14;1;2018-02-05 07:33
5187;260;3,08;1;2018-02-05 08:36
5188;308;3,19;1;2018-02-05 09:23
5189;319;1,05;1;2018-02-05 10:31
5190;308;1,45;1;2018-02-05 11:30
5191;274;0,23;2;2018-02-05 12:34
5192;400;1,86;1;2018-02-05 14:04
5193;336;2,82;2;2018-02-05 14:05
5194;401;0,97;2;2018-02-05 14:57
5195;185;2,27;1;2018-02-05 16:12
5196;205;3,11;3;2018-02-05 16:39
5197;44;1,16;3;2018-02-05 16:43
5198;573;1,3;2;2018-02-05 17:48
5199;313;3,11;3;2018-02-05 18:29
5200;20;2,1;2;2018-02-05 19:14
5201;589;0,06;2;2018-02-05 20:37
5202;573;0,97;2;2018-02-05 21:42
5203;317;3,26;3;2018-02-05 21:55
5204;363;1,08;3;2018-02-05 23:05
5205;611;0,17;1;2018-02-05 23:47
5206;571;3,28;3;2018-02-06 00:23
5207;237;2,18;2;2018-02-06 01:05
5208;633;1,37;3;2018-02-06 01:57
5209;311;0,15;3;2018-02-06 03:22
5210;233;0,25;2;2018-02-06 04:41
5211;507;0,58;1;2018-02-06 06:04
5212;87;3,17;2;2018-02-06 06:59
5213;237;1,83;1;2018-02-06 07:33
5214;597;1,84;1;2018-02-06 08:36
5215;83;3,05;3;2018-02-06 09:23
5216;3;1,21;1;2018-02-06 09:47
5217;323;2,45;1;2018-02-06 10:58
5218;531;0,28;2;2018-02-06 11:18
5219;468;0,08;1;2018-02-06 11:47
5220;233;0,63;2;2018-02-06 11:54
5221;153;1,27;3;2018-02-06 12:55
5222;442;1,3;3;2018-02-06 14:19
5223;41;0,26;3;2018-02-06 15:32
5224;5;1,13;2;2018-02-06 17:06
5225;80;1,2;2;2018-02-06 17:58
5226;414;1,68;3;2018-02-06 18:19
5227;255;3,21;3;2018-02-06 19:45
5228;379;3,26;3;2018-02-06 20:38
5229;69;1,97;1;2018-02-06 20:54
5230;331;1,8;2;2018-02-06 21:51
5231;481;1,06;2;2018-02-06 22:55
5232;468;1,9;2;2018-02-07 00:15
5233;48;2,85;2;2018-02-07 00:28
5234;682;3,25;3;2018-02-07 01:35
5235;494;0,26;3;2018-02-07 01:44
5236;23;0,43;2;2018-02-07 02:46
5237;378;1,85;2;2018-02-07 03:03
5238;19;2,31;3;2018-02-07 03:15
5239;123;0,97;1;2018-02-07 04:41
5240;235;0,95;2;2018-02-07 05:49
5241;23;2,4;3;2018-02-07 06:57
5242;324;2,69;1;2018-02-07 07:40
5243;680;2,71;1;2018-02-07 08:25
5244;524;2,57;1;2018-02-07 09:21
5245;405;2,2;3;2018-02-07 09:25
5246;128;0,31;2;2018-02-07 09:59
5247;248;1,29;1;2018-02-07 10:29
5248;125;1,47;2;2018-02-07 10:44
5249;686;0,02;3;2018-02-07 11:56
5250;673;0,47;2;2018-02-07 13:03
5251;107;0,72;3;2018-02-07 14:26
5252;502;2,96;3;2018-02-07 14:48
5253;72;2,11;3;2018-02-07 15:41
5254;197;2,17;3;2018-02-07 16:48
5255;583;3,37;1;2018-02-07 17:25
5256;536;0,22;3;2018-02-07 18:57
5257;191;1,25;1;2018-02-07 18:58
5258;331;1,89;3;2018-02-07 19:34
5259;520;2,17;2;2018-02-07 20:50
5260;198;1,33;3;2018-02-07 21:13
5261;256;2,19;1;2018-02-07 22:11
5262;37;2,97;2;2018-02-07 22:16
5263;654;1;2;2018-02-07 22:41
5264;189;1,25;2;2018-02-08 00:01
5265;145;1,85;2;2018-02-08 00:35
5266;653;1,29;1;2018-02-08 01:03
5267;250;2,79;1;2018-02-08 02:09
5268;642;0,07;1;2018-02-08 03:23
5269;104;3,04;2;2018-02-08 03:47
5270;254;1,76;1;2018-02-08 04:44
5271;558;0,5;3;2018-02-08 06:14
5272;368;2,97;2;2018-02-08 07:05
5273;252;3,06;3;2018-02-08 07:31
5274;447;3,17;3;2018-02-08 08:05
5275;82;2,29;3;2018-02-08 08:37
5276;171;0,7;3;2018-02-08 08:48
5277;473;2,08;3;2018-02-08 09:18
5278;576;2,48;3;2018-02-08 09:29
5279;92;1,58;1;2018-02-08 10:40
5280;656;2,95;1;2018-02-08 10:45
5281;349;0,52;2;2018-02-08 12:05
5282;323;1,84;2;2018-02-08 12:54
5283;372;2,18;2;2018-02-08 12:55
5284;48;2,36;2;2018-02-08 12:59
5285;15;2,64;3;2018-02-08 13:46
5286;47;2,29;2;2018-02-08 13:55
5287;197;0,37;3;2018-02-08 14:44
5288;83;2,21;2;2018-02-08 14:56
5289;574;1,81;1;2018-02-08 16:08
5290;576;0,22;1;2018-02-08 16:52
5291;407;1,04;2;2018-02-08 17:05
5292;450;2,49;2;2018-02-08 18:01
5293;349;0,75;2;2018-02-08 18:15
5294;534;0,81;3;2018-02-08 19:31
5295;537;0,85;1;2018-02-08 20:22
5296;360;1,73;1;2018-02-08 21:01
5297;302;1,24;1;2018-02-08 22:31
5298;117;2,76;1;2018-02-08 23:26
5299;259;1,95;1;2018-02-08 23:43
5300;68;0,48;3;2018-02-09 00:43
5301;454;1,55;2;2018-02-09 00:59
5302;263;3,41;1;2018-02-09 01:15
5303;321;2,78;3;2018-02-09 01:22
5304;443;1,82;1;2018-02-09 02:21
5305;191;2,34;1;2018-02-09 03:06
5306;551;2,64;2;2018-02-09 03:59
5307;47;0,4;3;2018-02-09 04:16
5308;561;1,21;1;2018-02-09 05:37
5309;347;1,45;2;2018-02-09 06:46
5310;271;3,14;1;2018-02-09 07:00
5311;582;1,89;2;2018-02-09 08:23
5312;330;0,33;2;2018-02-09 09:48
5313;365;0,89;1;2018-02-09 10:11
5314;266;0,97;2;2018-02-09 10:44
5315;199;2,28;2;2018-02-09 11:21
5316;583;2,26;2;2018-02-09 12:02
5317;260;1,23;3;2018-02-09 12:59
5318;395;0,32;2;2018-02-09 13:54
5319;190;0,29;1;2018-02-09 14:07
5320;345;3,29;2;2018-02-09 15:36
5321;176;2,6;2;2018-02-09 16:13
5322;448;0,08;2;2018-02-09 17:13
5323;669;2,28;3;2018-02-09 18:14
5324;99;1,04;3;2018-02-09 19:08
5325;49;1,11;2;2018-02-09 19:39
5326;613;2,67;1;2018-02-09 19:40
5327;128;3,31;1;2018-02-09 20:10
5328;396;2,8;3;2018-02-09 20:14
5329;276;2,96;3;2018-02-09 20:43
5330;314;1,26;1;2018-02-09 21:16
5331;680;2,33;3;2018-02-09 22:02
5332;515;2,18;1;2018-02-09 22:47
5333;291;1,69;2;2018-02-09 23:58
5334;106;1,95;2;2018-02-10 01:28
5335;561;0,46;1;2018-02-10 01:55
5336;379;2,39;2;2018-02-10 02:51
5337;392;2,48;2;2018-02-10 02:53
5338;311;3,16;1;2018-02-10 03:23
5339;558;2,2;2;2018-02-10 04:19
5340;123;0,93;3;2018-02-10 04:52
5341;466;2,41;1;2018-02-10 06:05
5342;634;1,25;1;2018-02-10 07:19
5343;574;0,84;2;2018-02-10 07:55
5344;106;1,53;3;2018-02-10 09:26
5345;423;2,49;2;2018-02-10 09:32
5346;160;3,34;2;2018-02-10 10:27
5347;158;0,64;1;2018-02-10 11:47
5348;35;1,31;3;2018-02-10 12:05
5349;522;0,61;1;2018-02-10 13:37
5350;475;1,31;1;2018-02-10 14:21
5351;400;0,87;3;2018-02-10 14:42
5352;591;2,23;3;2018-02-10 14:53
5353;212;2,08;3;2018-02-10 15:22
5354;100;0,64;3;2018-02-10 16:49
5355;439;3,24;3;2018-02-10 17:34
5356;157;0,36;1;2018-02-10 17:58
5357;338;1,31;3;2018-02-10 19:27
5358;376;3,4;3;2018-02-10 19:29
5359;206;1,61;1;2018-02-10 20:12
5360;556;3,37;3;2018-02-10 21:25
5361;673;2,91;2;2018-02-10 21:55
5362;685;3,32;2;2018-02-10 22:33
5363;274;0,68;3;2018-02-10 22:53
5364;156;2,31;1;2018-02-11 00:02
5365;160;0,59;1;2018-02-11 00:08
5366;418;1,13;3;2018-02-11 00:54
5367;604;1,59;1;2018-02-11 02:06
5368;153;0,07;3;2018-02-11 03:32
5369;3;3,36;2;2018-02-11 04:51
5370;344;0,05;2;2018-02-11 05:14
5371;375;1,06;1;2018-02-11 06:04
5372;175;3,17;2;2018-02-11 07:05
5373;583;2,41;1;2018-02-11 07:32
5374;532;2,6;1;2018-02-11 08:10
5375;36;0,49;2;2018-02-11 08:50
5376;572;1,15;3;2018-02-11 09:17
5377;189;2,6;3;2018-02-11 10:47
5378;508;3,27;1;2018-02-11 11:47
5379;471;3,29;2;2018-02-11 12:41
5380;551;1,31;3;2018-02-11 12:56
5381;445;1,61;2;2018-02-11 12:57
5382;266;2,81;2;2018-02-11 13:15
5383;687;3,15;3;2018-02-11 14:41
5384;446;0,51;3;2018-02-11 14:57
5385;214;1,18;3;2018-02-11 16:26
5386;355;2,7;2;2018-02-11 17:07
5387;185;3,26;2;2018-02-11 18:40
5388;626;1,41;2;2018-02-11 19:47
5389;270;2,71;2;2018-02-11 20:27
5390;94;3,16;1;2018-02-11 20:30
5391;576;2,49;3;2018-02-11 21:05
5392;11;2,98;1;2018-02-11 21:15
5393;545;1,23;3;2018-02-11 22:12
5394;687;2,07;2;2018-02-11 22:25
5395;214;0,54;2;2018-02-11 23:26
5396;424;3,01;2;2018-02-11 23:49
5397;482;0,53;3;2018-02-12 00:11
5398;86;0,13;3;2018-02-12 01:42
5399;435;0,28;2;2018-02-12 01:55
5400;121;2,62;3;2018-02-12 03:14
5401;364;1,4;3;2018-02-12 03:31
5402;407;2,63;3;2018-02-12 04:48
5403;259;1,11;1;2018-02-12 05:05
5404;546;2,18;1;2018-02-12 05:56
5405;647;2,3;3;2018-02-12 06:08
5406;267;2,05;3;2018-02-12 06:40
5407;130;1;1;2018-02-12 07:42
5408;637;2,08;2;2018-02-12 08:58
5409;183;1,36;2;2018-02-12 09:53
5410;605;0,98;2;2018-02-12 10:02
5411;628;1,4;3;2018-02-12 10:09
5412;38;0,84;1;2018-02-12 10:14
5413;105;2,89;2;2018-02-12 11:29
5414;206;0,45;2;2018-02-12 12:13
5415;414;3,04;2;2018-02-12 13:29
5416;262;1,98;1;2018-02-12 14:06
5417;681;1,62;2;2018-02-12 14:53
5418;222;2,07;3;2018-02-12 15:12
5419;430;2,62;3;2018-02-12 15:57
5420;41;2,23;3;2018-02-12 17:00
5421;543;1,18;1;2018-02-12 17:11
5422;36;2,21;1;2018-02-12 18:23
5423;481;1,81;2;2018-02-12 19:22
5424;77;1,23;3;2018-02-12 20:37
5425;418;1,65;3;2018-02-12 21:43
5426;231;3,13;2;2018-02-12 22:55
5427;58;0,08;3;2018-02-12 23:31
5428;82;3,02;3;2018-02-13 00:48
5429;329;0,6;2;2018-02-13 00:52
5430;316;2,2;3;2018-02-13 02:03
5431;92;2,27;1;2018-02-13 02:12
5432;638;1,31;2;2018-02-13 03:27
5433;444;1,37;3;2018-02-13 03:56
5434;72;1,03;2;2018-02-13 04:39
5435;371;1,35;2;2018-02-13 05:32
5436;500;2,51;2;2018-02-13 06:24
5437;43;2,75;2;2018-02-13 07:09
5438;518;0,99;2;2018-02-13 07:35
5439;384;0,05;2;2018-02-13 08:53
5440;329;3,22;3;2018-02-13 10:26
5441;366;2,88;3;2018-02-13 11:46
5442;13;1,49;1;2018-02-13 13:06
5443;474;1,67;1;2018-02-13 14:20
5444;134;2,73;1;2018-02-13 15:49
5445;274;3,1;1;2018-02-13 15:55
5446;51;0,66;2;2018-02-13 16:49
5447;679;0,2;3;2018-02-13 18:14
5448;445;0,73;3;2018-02-13 19:10
5449;439;1,31;1;2018-02-13 20:02
5450;233;0,46;1;2018-02-13 20:30
5451;563;0,45;1;2018-02-13 20:41
5452;277;1,54;2;2018-02-13 21:55
5453;404;1,84;3;2018-02-13 22:22
5454;673;1,43;2;2018-02-13 23:03
5455;641;0,1;1;2018-02-13 23:46
5456;278;0,01;1;2018-02-14 00:47
5457;61;2,62;3;2018-02-14 00:58
5458;532;0,94;3;2018-02-14 01:33
5459;653;0,13;1;2018-02-14 02:34
5460;14;0,63;1;2018-02-14 03:14
5461;50;1,63;1;2018-02-14 04:31
5462;118;3,27;2;2018-02-14 05:49
5463;496;1,74;2;2018-02-14 07:02
5464;105;0,59;1;2018-02-14 07:32
5465;120;1,81;1;2018-02-14 08:42
5466;319;2,31;3;2018-02-14 10:04
5467;28;3,15;3;2018-02-14 11:08
5468;673;2,79;1;2018-02-14 11:30
5469;178;1,54;1;2018-02-14 12:24
5470;148;1,51;3;2018-02-14 13:17
5471;223;0,06;2;2018-02-14 13:38
5472;280;1,86;2;2018-02-14 14:38
5473;573;0,43;1;2018-02-14 14:57
5474;125;0,48;2;2018-02-14 15:57
5475;70;0,19;1;2018-02-14 17:17
5476;75;0,47;3;2018-02-14 18:16
5477;162;1,22;1;2018-02-14 19:16
5478;49;2,22;1;2018-02-14 20:07
5479;314;0,71;1;2018-02-14 20:50
5480;40;2,94;3;2018-02-14 21:02
5481;351;1,49;1;2018-02-14 21:19
5482;41;0,43;1;2018-02-14 21:37
5483;239;2,08;3;2018-02-14 22:14
5484;459;2,04;2;2018-02-14 22:26
5485;53;3,15;3;2018-02-14 23:56
5486;209;2,8;1;2018-02-15 00:01
5487;644;1,37;2;2018-02-15 00:41
5488;114;1,31;3;2018-02-15 02:13
5489;166;0,52;3;2018-02-15 02:43
5490;301;2,58;1;2018-02-15 03:30
5491;522;1,05;3;2018-02-15 04:26
5492;248;1,82;1;2018-02-15 05:37
5493;108;0,56;3;2018-02-15 05:38
5494;444;0,41;2;2018-02-15 06:04
5495;450;0,59;3;2018-02-15 06:21
5496;225;1,9;3;2018-02-15 07:05
5497;213;0,87;1;2018-02-15 07:54
5498;44;1,13;2;2018-02-15 08:36
5499;496;2,49;3;2018-02-15 09:08
5500;137;1,4;2;2018-02-15 09:17
5501;272;0,25;2;2018-02-15 09:55
5502;214;0,69;1;2018-02-15 11:22
5503;220;2,54;2;2018-02-15 12:26
5504;416;0,25;3;2018-02-15 12:32
5505;307;2,24;1;2018-02-15 13:19
5506;219;0,45;1;2018-02-15 13:42
5507;351;0,18;2;2018-02-15 13:56
5508;149;0,68;2;2018-02-15 14:11
5509;155;1,55;1;2018-02-15 15:22
5510;407;0,51;2;2018-02-15 16:03
5511;246;0,12;3;2018-02-15 16:23
5512;329;1,12;1;2018-02-15 16:36
5513;51;2,09;2;2018-02-15 17:13
5514;189;0,19;2;2018-02-15 17:17
5515;613;1,96;1;2018-02-15 18:27
5516;538;0,42;2;2018-02-15 19:21
5517;601;0,06;3;2018-02-15 20:09
5518;670;0,57;3;2018-02-15 21:23
5519;406;1,07;1;2018-02-15 21:24
5520;179;0,58;1;2018-02-15 21:54
5521;85;2,98;1;2018-02-15 23:05
5522;153;1,21;3;2018-02-16 00:11
5523;539;0,66;1;2018-02-16 00:57
5524;12;2,12;2;2018-02-16 01:27
5525;520;0,68;2;2018-02-16 02:59
5526;70;1,28;1;2018-02-16 03:39
5527;335;2,61;3;2018-02-16 04:51
5528;445;0,95;2;2018-02-16 05:14
5529;353;0,58;2;2018-02-16 05:46
5530;74;1,22;3;2018-02-16 07:02
5531;409;1,23;1;2018-02-16 07:18
5532;687;2,79;2;2018-02-16 08:21
5533;405;2,35;1;2018-02-16 08:46
5534;316;2;1;2018-02-16 08:48
5535;223;0,13;2;2018-02-16 09:12
5536;380;2,4;2;2018-02-16 10:15
5537;386;2,05;3;2018-02-16 10:52
5538;67;1,75;1;2018-02-16 12:03
5539;501;0,21;3;2018-02-16 12:24
5540;480;0,84;3;2018-02-16 13:47
5541;105;2,16;1;2018-02-16 13:54
5542;303;1,65;3;2018-02-16 15:07
5543;588;0,38;1;2018-02-16 15:09
5544;194;1,17;2;2018-02-16 15:59
5545;239;3,35;3;2018-02-16 17:24
5546;464;0,32;3;2018-02-16 17:45
5547;509;0,6;1;2018-02-16 18:42
5548;444;2,49;3;2018-02-16 18:43
5549;269;0,73;3;2018-02-16 19:27
5550;317;0,8;2;2018-02-16 20:45
5551;122;3,4;3;2018-02-16 22:17
5552;92;1,13;2;2018-02-16 23:48
5553;295;0,26;3;2018-02-17 01:05
5554;197;0,35;1;2018-02-17 01:54
5555;145;0,47;1;2018-02-17 02:03
5556;639;0,86;1;2018-02-17 03:12
5557;630;2,15;2;2018-02-17 03:37
5558;421;1,63;2;2018-02-17 03:59
5559;378;1,38;3;2018-02-17 04:17
5560;629;1,44;1;2018-02-17 05:41
5561;491;1,06;3;2018-02-17 06:24
5562;119;1,57;2;2018-02-17 06:57
5563;234;1,72;1;2018-02-17 08:02
5564;659;1,13;3;2018-02-17 08:28
5565;62;0,39;2;2018-02-17 08:34
5566;287;2,75;3;2018-02-17 08:40
5567;652;1;1;2018-02-17 09:16
5568;11;0,53;3;2018-02-17 10:38
5569;646;1,15;1;2018-02-17 12:07
5570;391;2,27;2;2018-02-17 13:32
5571;74;1,66;2;2018-02-17 13:35
5572;297;0,36;3;2018-02-17 13:59
5573;560;1,84;1;2018-02-17 15:23
5574;378;0,22;3;2018-02-17 16:06
5575;258;2,8;2;2018-02-17 16:22
5576;414;2,94;3;2018-02-17 17:01
5577;52;1,73;2;2018-02-17 18:33
5578;323;0,25;2;2018-02-17 19:33
5579;482;1,43;2;2018-02-17 20:37
5580;273;1,37;2;2018-02-17 21:37
5581;5;2,27;3;2018-02-17 22:25
5582;395;3,39;1;2018-02-17 23:57
5583;176;2,18;1;2018-02-18 00:45
5584;634;0,42;1;2018-02-18 02:17
5585;441;0,63;2;2018-02-18 02:36
5586;423;3,17;2;2018-02-18 02:44
5587;40;1,41;1;2018-02-18 03:05
5588;338;2,45;2;2018-02-18 03:34
5589;694;0,77;1;2018-02-18 04:49
5590;414;1,55;2;2018-02-18 05:03
5591;349;1,17;1;2018-02-18 06:28
5592;669;1,26;1;2018-02-18 06:51
5593;486;3,27;2;2018-02-18 07:39
5594;692;0,06;3;2018-02-18 07:41
5595;79;2,69;2;2018-02-18 08:08
5596;615;3,1;2;2018-02-18 09:22
5597;681;2,32;2;2018-02-18 10:26
5598;114;1,84;1;2018-02-18 11:16
5599;441;2,73;3;2018-02-18 12:16
5600;628;1,85;2;2018-02-18 13:46
5601;34;0,23;3;2018-02-18 14:30
5602;303;2,16;2;2018-02-18 14:45
5603;392;1,6;1;2018-02-18 15:02
5604;21;1,64;1;2018-02-18 15:45
5605;651;2,95;3;2018-02-18 15:46
5606;626;2,74;1;2018-02-18 16:19
5607;637;2,18;3;2018-02-18 17:02
5608;646;2,46;3;2018-02-18 17:31
5609;325;1,66;2;2018-02-18 19:00
5610;608;1,74;3;2018-02-18 20:28
5611;116;2,51;2;2018-02-18 21:01
5612;295;0,07;1;2018-02-18 21:43
5613;309;2,71;2;2018-02-18 23:00
5614;606;0,45;1;2018-02-18 23:16
5615;468;0,77;2;2018-02-19 00:44
5616;505;1,09;2;2018-02-19 01:31
5617;547;0,67;2;2018-02-19 02:31
5618;387;2,01;1;2018-02-19 03:50
5619;152;2,59;2;2018-02-19 03:53
5620;249;2,77;3;2018-02-19 04:41
5621;570;2,36;3;2018-02-19 04:43
5622;528;1,36;1;2018-02-19 06:15
5623;579;0,57;3;2018-02-19 07:18
5624;650;0,35;2;2018-02-19 07:58
5625;90;2,32;3;2018-02-19 08:05
5626;153;0,33;1;2018-02-19 09:05
5627;379;1,95;2;2018-02-19 09:57
5628;119;1,31;1;2018-02-19 11:16
5629;426;2,32;3;2018-02-19 12:30
5630;232;0,25;1;2018-02-19 13:34
5631;141;1,5;2;2018-02-19 15:04
5632;172;0,51;3;2018-02-19 15:19
5633;107;0,3;3;2018-02-19 15:21
5634;354;3,3;1;2018-02-19 16:41
5635;4;1,65;3;2018-02-19 17:34
5636;90;3,06;1;2018-02-19 17:59
5637;155;2,16;1;2018-02-19 18:36
5638;657;2,94;2;2018-02-19 20:04
5639;387;0,87;3;2018-02-19 20:56
5640;691;1,33;3;2018-02-19 21:17
5641;666;2,57;2;2018-02-19 22:49
5642;452;2,88;1;2018-02-19 23:15
5643;503;3,35;3;2018-02-20 00:37
5644;317;3,14;1;2018-02-20 01:22
5645;545;2,53;3;2018-02-20 01:49
5646;215;0,91;1;2018-02-20 02:24
5647;355;2,93;2;2018-02-20 03:00
5648;379;2,94;3;2018-02-20 03:35
5649;437;2,17;3;2018-02-20 04:45
5650;667;1,52;1;2018-02-20 06:15
5651;118;3,3;3;2018-02-20 07:26
5652;23;1,49;3;2018-02-20 08:08
5653;648;0,25;1;2018-02-20 08:21
5654;165;1,13;3;2018-02-20 09:38
5655;643;2,47;2;2018-02-20 10:27
5656;38;0,86;3;2018-02-20 11:24
5657;628;3,34;3;2018-02-20 11:58
5658;389;3,26;1;2018-02-20 12:22
5659;154;1,99;1;2018-02-20 12:53
5660;251;2,67;1;2018-02-20 14:19
5661;482;1,13;1;2018-02-20 14:29
5662;471;3,08;2;2018-02-20 15:46
5663;536;2,12;2;2018-02-20 17:05
5664;192;1,68;2;2018-02-20 18:20
5665;37;1,65;3;2018-02-20 18:45
5666;130;1,23;2;2018-02-20 20:13
5667;476;2,32;2;2018-02-20 20:42
5668;337;0,65;2;2018-02-20 21:09
5669;619;1,66;1;2018-02-20 22:07
5670;645;2,56;1;2018-02-20 23:08
5671;61;2;1;2018-02-21 00:16
5672;682;3,22;2;2018-02-21 01:39
5673;112;2,17;3;2018-02-21 03:10
5674;4;3,16;2;2018-02-21 04:13
5675;559;0,14;1;2018-02-21 04:47
5676;343;2,33;3;2018-02-21 05:04
5677;640;0,24;1;2018-02-21 05:31
5678;229;1,1;3;2018-02-21 05:41
5679;195;0,34;1;2018-02-21 07:09
5680;381;3,04;3;2018-02-21 08:10
5681;691;2,5;3;2018-02-21 08:16
5682;444;3,3;3;2018-02-21 09:46
5683;324;3,07;1;2018-02-21 09:54
5684;234;1,52;1;2018-02-21 11:19
5685;617;2,53;1;2018-02-21 11:43
5686;275;3,36;2;2018-02-21 11:47
5687;626;2,98;3;2018-02-21 12:16
5688;372;0,18;3;2018-02-21 13:42
5689;693;3,16;3;2018-02-21 14:11
5690;461;1,32;2;2018-02-21 14:58
5691;28;0,79;2;2018-02-21 16:06
5692;329;3,29;1;2018-02-21 16:18
5693;439;0,94;1;2018-02-21 17:18
5694;54;2,68;2;2018-02-21 18:14
5695;613;3,25;3;2018-02-21 19:16
5696;78;1,28;3;2018-02-21 20:00
5697;185;1,6;1;2018-02-21 21:22
5698;491;3,18;2;2018-02-21 22:15
5699;658;0,12;2;2018-02-21 23:12
5700;177;0,67;1;2018-02-21 23:18
5701;342;2,13;1;2018-02-21 23:23
5702;154;1,99;1;2018-02-22 00:48
5703;641;0,36;1;2018-02-22 01:25
5704;524;0,7;3;2018-02-22 02:53
5705;380;2,74;3;2018-02-22 04:00
5706;428;2,5;3;2018-02-22 05:12
5707;21;1,88;2;2018-02-22 05:43
5708;334;0,36;1;2018-02-22 06:46
5709;381;1,39;2;2018-02-22 07:28
5710;477;0,91;2;2018-02-22 07:35
5711;306;0,86;3;2018-02-22 08:15
5712;505;3,1;2;2018-02-22 09:06
5713;353;2,39;2;2018-02-22 10:12
5714;47;1,33;3;2018-02-22 11:08
5715;556;1,8;1;2018-02-22 12:06
5716;193;0,71;1;2018-02-22 13:19
5717;499;1,13;3;2018-02-22 14:17
5718;556;1,63;1;2018-02-22 14:39
5719;622;0,75;2;2018-02-22 16:11
5720;645;0,84;1;2018-02-22 17:00
5721;286;0,29;1;2018-02-22 17:31
5722;165;2,65;2;2018-02-22 17:55
5723;272;3,38;3;2018-02-22 19:08
5724;451;1,44;3;2018-02-22 19:47
5725;76;2,4;2;2018-02-22 20:47
5726;469;0,66;1;2018-02-22 22:05
5727;372;2,99;2;2018-02-22 22:22
5728;442;1,25;1;2018-02-22 22:23
5729;138;0,89;2;2018-02-22 23:56
5730;386;1,79;3;2018-02-23 01:29
5731;574;1,8;2;2018-02-23 02:59
5732;332;1,78;3;2018-02-23 04:13
5733;687;2,84;1;2018-02-23 05:40
5734;166;2,89;1;2018-02-23 05:52
5735;242;3,32;1;2018-02-23 06:39
5736;125;0,5;1;2018-02-23 06:54
5737;116;0,72;1;2018-02-23 07:06
5738;64;3,28;1;2018-02-23 08:15
5739;426;1,65;2;2018-02-23 09:24
5740;424;3,12;2;2018-02-23 09:54
5741;63;2,53;1;2018-02-23 11:04
5742;218;1,95;1;2018-02-23 11:11
5743;379;1,54;2;2018-02-23 11:52
5744;116;2,42;3;2018-02-23 13:05
5745;242;2,19;2;2018-02-23 13:31
5746;477;0,76;3;2018-02-23 14:43
5747;122;0,46;1;2018-02-23 15:40
5748;315;2,92;3;2018-02-23 16:57
5749;460;1,36;1;2018-02-23 17:39
5750;297;1,38;3;2018-02-23 18:09
5751;687;0,6;2;2018-02-23 18:17
5752;512;2,9;3;2018-02-23 19:21
5753;618;2,49;1;2018-02-23 19:31
5754;102;1,64;3;2018-02-23 19:38
5755;604;3,06;1;2018-02-23 19:38
5756;166;0,9;1;2018-02-23 20:55
5757;460;2,5;1;2018-02-23 21:11
5758;21;2,31;3;2018-02-23 22:09
5759;117;3,23;1;2018-02-23 22:49
5760;582;2,66;2;2018-02-24 00:06
5761;671;1,95;2;2018-02-24 00:36
5762;244;0,34;2;2018-02-24 00:51
5763;250;1,41;1;2018-02-24 00:53
5764;198;1,73;2;2018-02-24 01:52
5765;517;3,19;1;2018-02-24 02:56
5766;263;2,37;2;2018-02-24 04:07
5767;488;2,53;3;2018-02-24 05:24
5768;438;2,87;3;2018-02-24 06:02
5769;569;1,46;2;2018-02-24 07:09
5770;46;1,75;1;2018-02-24 07:50
5771;47;0,69;2;2018-02-24 08:52
5772;291;2,01;2;2018-02-24 09:57
5773;539;0,77;2;2018-02-24 11:15
5774;261;2,65;2;2018-02-24 11:45
5775;259;0,53;3;2018-02-24 12:17
5776;17;2,83;3;2018-02-24 13:49
5777;345;0,52;3;2018-02-24 15:12
5778;630;3,35;3;2018-02-24 16:27
5779;678;1,28;3;2018-02-24 17:35
5780;614;1,78;3;2018-02-24 18:05
5781;614;1,54;1;2018-02-24 19:35
5782;436;2,39;1;2018-02-24 19:59
5783;325;0,3;2;2018-02-24 21:26
5784;320;2,76;2;2018-02-24 22:54
5785;47;1,38;1;2018-02-25 00:27
5786;357;1,62;2;2018-02-25 00:27
5787;108;0,33;2;2018-02-25 01:12
5788;378;2,61;1;2018-02-25 02:29
5789;517;0,1;3;2018-02-25 03:58
5790;327;0,3;2;2018-02-25 04:14
5791;158;0,41;1;2018-02-25 05:45
5792;218;3,09;2;2018-02-25 06:23
5793;520;1,59;2;2018-02-25 06:59
5794;648;2,7;2;2018-02-25 06:59
5795;624;0,18;3;2018-02-25 07:57
5796;432;0,04;1;2018-02-25 09:16
5797;305;1,02;2;2018-02-25 10:05
5798;210;0,04;3;2018-02-25 10:20
5799;24;1,98;2;2018-02-25 11:44
5800;438;1,5;2;2018-02-25 12:15
5801;170;2,91;2;2018-02-25 12:24
5802;32;1,29;1;2018-02-25 12:33
5803;486;0,89;2;2018-02-25 12:50
5804;203;0,58;2;2018-02-25 12:54
5805;604;1,22;2;2018-02-25 13:19
5806;580;0,42;3;2018-02-25 13:54
5807;138;1,88;2;2018-02-25 13:55
5808;106;3,3;2;2018-02-25 15:18
